Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
3165,NexGen Systems,Search,Men 25-34,15 days,Website,1%,"$11,462.00",5.43,New York,Mandarin,134,3014,10,Fashionistas,02-09-2021
3166,TechCorp,Search,Men 25-34,45 days,YouTube,5%,"$8,030.00",3.58,Miami,English,576,1846,6,Tech Enthusiasts,03-09-2021
3167,Innovate Industries,Email,Women 35-44,45 days,Instagram,2%,"$14,832.00",2.55,New York,English,825,1999,9,Fashionistas,04-09-2021
3168,NexGen Systems,Search,All Ages,15 days,Google Ads,11%,"$13,616.00",4.81,Los Angeles,French,795,1294,3,Fashionistas,05-09-2021
3169,TechCorp,Search,All Ages,60 days,Instagram,10%,"$11,192.00",6.72,Los Angeles,French,494,9635,4,Foodies,06-09-2021
3170,Alpha Innovations,Influencer,All Ages,15 days,Email,7%,"$10,201.00",7.51,Chicago,English,430,2125,2,Health & Wellness,07-09-2021
3171,TechCorp,Display,Women 35-44,15 days,YouTube,7%,"$16,892.00",4.27,Miami,Spanish,805,7071,6,Outdoor Adventurers,08-09-2021
3172,NexGen Systems,Social Media,Men 25-34,15 days,Website,11%,"$12,533.00",4.42,Miami,French,780,3439,4,Tech Enthusiasts,09-09-2021
3173,DataTech Solutions,Display,All Ages,30 days,Instagram,3%,"$11,172.00",4.05,New York,Spanish,477,8325,10,Foodies,10-09-2021
3174,Alpha Innovations,Influencer,Women 25-34,45 days,Email,2%,"$9,157.00",2.42,Houston,Spanish,851,9474,9,Outdoor Adventurers,11-09-2021
3175,DataTech Solutions,Search,Women 35-44,60 days,Facebook,11%,"$19,216.00",5.84,Chicago,German,412,3151,7,Fashionistas,12-09-2021
3176,NexGen Systems,Social Media,Men 18-24,15 days,Email,13%,"$8,231.00",5.16,Miami,Mandarin,852,7367,6,Health & Wellness,13-09-2021
3177,NexGen Systems,Social Media,All Ages,60 days,YouTube,15%,"$12,800.00",2.99,Chicago,French,228,1496,5,Tech Enthusiasts,14-09-2021
3178,DataTech Solutions,Search,Women 25-34,15 days,Instagram,1%,"$12,725.00",5.87,Los Angeles,Mandarin,428,9754,4,Foodies,15-09-2021
3179,DataTech Solutions,Social Media,Women 25-34,30 days,Website,6%,"$16,946.00",4.38,New York,French,700,3608,3,Foodies,16-09-2021
3180,NexGen Systems,Social Media,All Ages,45 days,YouTube,6%,"$5,152.00",2.54,Miami,English,374,1155,5,Foodies,17-09-2021
3181,DataTech Solutions,Display,Women 25-34,30 days,Facebook,4%,"$7,089.00",6.56,Los Angeles,German,869,9779,1,Tech Enthusiasts,18-09-2021
3182,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,12%,"$13,321.00",6.34,Chicago,French,831,2575,6,Fashionistas,19-09-2021
3183,DataTech Solutions,Influencer,Men 25-34,30 days,Facebook,3%,"$14,100.00",3.35,Los Angeles,English,819,4620,6,Health & Wellness,20-09-2021
3184,NexGen Systems,Search,Men 18-24,45 days,Google Ads,5%,"$13,283.00",6.34,Houston,French,915,4284,8,Foodies,21-09-2021
3185,Alpha Innovations,Influencer,All Ages,15 days,Facebook,4%,"$7,672.00",7.73,Los Angeles,French,584,8653,7,Foodies,22-09-2021
3186,DataTech Solutions,Influencer,Men 18-24,60 days,Website,9%,"$9,809.00",5.16,New York,French,212,9432,7,Fashionistas,23-09-2021
3187,Innovate Industries,Email,All Ages,60 days,YouTube,10%,"$14,783.00",4.68,Miami,English,186,8064,3,Tech Enthusiasts,24-09-2021
3188,TechCorp,Influencer,Men 18-24,60 days,Email,3%,"$13,036.00",6.87,Miami,English,335,7693,3,Tech Enthusiasts,25-09-2021
3189,TechCorp,Email,Women 35-44,30 days,YouTube,1%,"$6,261.00",3.17,Los Angeles,Mandarin,521,8622,8,Outdoor Adventurers,26-09-2021
3190,DataTech Solutions,Social Media,Women 25-34,30 days,Google Ads,3%,"$8,538.00",6.74,New York,German,669,4791,1,Fashionistas,27-09-2021
3191,DataTech Solutions,Display,Men 18-24,15 days,Facebook,6%,"$13,273.00",4.13,New York,French,133,9085,1,Foodies,28-09-2021
3192,TechCorp,Social Media,Women 35-44,45 days,Email,14%,"$19,161.00",2.82,Los Angeles,French,689,1628,2,Outdoor Adventurers,29-09-2021
3193,TechCorp,Email,Men 18-24,60 days,Email,5%,"$16,177.00",6.43,New York,Spanish,913,8769,3,Tech Enthusiasts,30-09-2021
3194,Innovate Industries,Display,Women 35-44,60 days,Website,5%,"$12,910.00",4.28,New York,German,814,5370,9,Foodies,01-10-2021
3195,Innovate Industries,Influencer,All Ages,45 days,YouTube,15%,"$18,397.00",6.37,Miami,French,276,8474,3,Tech Enthusiasts,02-10-2021
3196,Alpha Innovations,Influencer,All Ages,30 days,YouTube,9%,"$12,495.00",6.14,Chicago,German,519,7448,3,Health & Wellness,03-10-2021
3197,DataTech Solutions,Email,Men 18-24,30 days,Google Ads,15%,"$6,125.00",6.04,Los Angeles,English,500,8858,1,Fashionistas,04-10-2021
3198,Innovate Industries,Influencer,All Ages,45 days,Facebook,6%,"$15,882.00",5.31,Los Angeles,French,863,7244,2,Outdoor Adventurers,05-10-2021
3199,Alpha Innovations,Display,Men 18-24,60 days,Instagram,2%,"$7,373.00",4.52,Los Angeles,German,180,9378,2,Health & Wellness,06-10-2021
3200,TechCorp,Influencer,Women 35-44,15 days,YouTube,11%,"$15,481.00",2.18,Chicago,German,420,1904,1,Tech Enthusiasts,07-10-2021
3201,Innovate Industries,Social Media,All Ages,45 days,YouTube,8%,"$6,872.00",4.98,Los Angeles,English,345,5790,9,Tech Enthusiasts,08-10-2021
3202,Alpha Innovations,Social Media,Women 25-34,15 days,Instagram,3%,"$16,788.00",3.67,Los Angeles,Mandarin,436,2538,3,Fashionistas,09-10-2021
3203,Alpha Innovations,Social Media,All Ages,30 days,Google Ads,1%,"$6,706.00",5.41,New York,Spanish,950,5193,2,Tech Enthusiasts,10-10-2021
3204,Innovate Industries,Influencer,Women 35-44,45 days,Facebook,12%,"$6,900.00",4.5,Chicago,Mandarin,735,1882,1,Outdoor Adventurers,11-10-2021
3205,TechCorp,Display,Men 18-24,60 days,Email,7%,"$5,614.00",7.76,Los Angeles,French,216,4221,5,Fashionistas,12-10-2021
3206,TechCorp,Influencer,Men 18-24,60 days,Facebook,13%,"$6,306.00",5.1,Houston,English,788,3742,5,Fashionistas,13-10-2021
3207,TechCorp,Influencer,Women 35-44,15 days,Google Ads,3%,"$7,405.00",4.41,Miami,Mandarin,905,5738,5,Outdoor Adventurers,14-10-2021
3208,TechCorp,Display,All Ages,60 days,Google Ads,11%,"$15,726.00",3.05,Chicago,Mandarin,327,9697,9,Health & Wellness,15-10-2021
3209,Alpha Innovations,Influencer,Men 25-34,30 days,Instagram,13%,"$10,746.00",2.13,Miami,English,978,9419,1,Foodies,16-10-2021
3210,Innovate Industries,Influencer,Men 25-34,45 days,Google Ads,9%,"$17,756.00",5.65,New York,French,776,7239,9,Outdoor Adventurers,17-10-2021
3211,Alpha Innovations,Social Media,Women 25-34,60 days,YouTube,2%,"$16,439.00",3.36,Chicago,English,129,4496,3,Tech Enthusiasts,18-10-2021
3212,DataTech Solutions,Search,Women 35-44,60 days,Instagram,12%,"$17,965.00",2.55,New York,Mandarin,256,8403,4,Health & Wellness,19-10-2021
3213,Alpha Innovations,Influencer,Men 18-24,15 days,YouTube,9%,"$12,483.00",5.94,Miami,French,264,5551,8,Foodies,20-10-2021
3214,DataTech Solutions,Email,Men 18-24,45 days,YouTube,4%,"$19,009.00",3.02,Houston,Mandarin,575,6419,8,Outdoor Adventurers,21-10-2021
3215,NexGen Systems,Email,Men 25-34,60 days,Instagram,13%,"$19,725.00",3.43,New York,French,199,2683,4,Foodies,22-10-2021
3216,Innovate Industries,Influencer,Women 35-44,30 days,YouTube,7%,"$13,752.00",7.26,Houston,Spanish,384,9195,6,Tech Enthusiasts,23-10-2021
3217,DataTech Solutions,Display,Women 35-44,60 days,Facebook,4%,"$14,904.00",5.85,Chicago,French,342,8070,8,Outdoor Adventurers,24-10-2021
3218,Innovate Industries,Email,Women 25-34,15 days,Instagram,12%,"$10,347.00",7.89,Los Angeles,Spanish,983,3211,5,Foodies,25-10-2021
3219,NexGen Systems,Influencer,Women 25-34,30 days,Email,11%,"$6,260.00",5.3,Houston,English,933,4275,2,Foodies,26-10-2021
3220,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,14%,"$16,652.00",6.37,Los Angeles,English,446,8952,3,Outdoor Adventurers,27-10-2021
3221,TechCorp,Influencer,Women 25-34,30 days,Instagram,3%,"$6,922.00",3.55,New York,English,261,6720,8,Foodies,28-10-2021
3222,Innovate Industries,Search,Men 18-24,30 days,Email,14%,"$6,923.00",5.89,Chicago,German,360,7688,2,Outdoor Adventurers,29-10-2021
3223,Innovate Industries,Search,Men 25-34,45 days,Email,13%,"$7,328.00",3.75,New York,German,817,6306,7,Health & Wellness,30-10-2021
3224,TechCorp,Display,Men 18-24,15 days,Instagram,3%,"$10,314.00",3.8,Houston,Spanish,105,2825,10,Foodies,31-10-2021
3225,DataTech Solutions,Influencer,Women 35-44,45 days,YouTube,12%,"$9,784.00",3.23,Houston,French,323,5592,10,Fashionistas,01-11-2021
3226,TechCorp,Email,Women 25-34,30 days,YouTube,8%,"$11,395.00",3.34,Los Angeles,German,611,1919,3,Fashionistas,02-11-2021
3227,NexGen Systems,Influencer,Women 35-44,30 days,Email,4%,"$16,293.00",7.95,New York,French,952,8210,10,Outdoor Adventurers,03-11-2021
3228,Innovate Industries,Influencer,All Ages,60 days,Website,3%,"$7,021.00",3.23,New York,German,309,8988,7,Tech Enthusiasts,04-11-2021
3229,TechCorp,Display,All Ages,45 days,Facebook,7%,"$5,732.00",6.2,Houston,Spanish,926,4734,7,Fashionistas,05-11-2021
3230,Innovate Industries,Display,All Ages,30 days,Website,4%,"$5,360.00",3.28,Los Angeles,German,681,5430,2,Tech Enthusiasts,06-11-2021
3231,Innovate Industries,Influencer,Women 25-34,30 days,Website,13%,"$16,802.00",2.68,Miami,Mandarin,385,6134,3,Health & Wellness,07-11-2021
3232,Alpha Innovations,Display,Women 25-34,30 days,Instagram,1%,"$12,759.00",8,New York,English,476,3627,6,Tech Enthusiasts,08-11-2021
3233,Alpha Innovations,Search,All Ages,15 days,Email,12%,"$17,518.00",6.05,Los Angeles,German,485,3002,8,Foodies,09-11-2021
3234,Innovate Industries,Social Media,Men 18-24,60 days,Website,6%,"$8,798.00",3.31,Chicago,Mandarin,112,4388,10,Outdoor Adventurers,10-11-2021
3235,NexGen Systems,Display,Men 18-24,15 days,YouTube,14%,"$14,672.00",2.1,New York,Mandarin,210,2847,5,Outdoor Adventurers,11-11-2021
3236,Innovate Industries,Social Media,All Ages,45 days,Website,13%,"$16,789.00",6.92,Los Angeles,English,951,2718,4,Fashionistas,12-11-2021
3237,TechCorp,Influencer,Women 25-34,45 days,Instagram,7%,"$13,241.00",3.22,Los Angeles,Mandarin,129,2900,8,Tech Enthusiasts,13-11-2021
3238,Innovate Industries,Search,Men 25-34,15 days,Website,10%,"$7,712.00",5.89,Los Angeles,Mandarin,742,7047,10,Fashionistas,14-11-2021
3239,Alpha Innovations,Email,Men 18-24,60 days,Google Ads,1%,"$19,433.00",6.57,Los Angeles,Spanish,500,1669,7,Foodies,15-11-2021
3240,TechCorp,Search,Women 25-34,60 days,Email,5%,"$14,817.00",4,Houston,English,489,8761,6,Tech Enthusiasts,16-11-2021
3241,DataTech Solutions,Display,All Ages,15 days,Facebook,4%,"$12,764.00",6.62,Chicago,French,799,4210,2,Health & Wellness,17-11-2021
3242,Innovate Industries,Email,Women 25-34,15 days,Google Ads,10%,"$6,372.00",6.86,Chicago,English,249,4750,6,Health & Wellness,18-11-2021
3243,Innovate Industries,Social Media,Women 25-34,45 days,Website,10%,"$11,189.00",2.8,Chicago,Spanish,182,7881,6,Outdoor Adventurers,19-11-2021
3244,Alpha Innovations,Influencer,All Ages,15 days,Email,8%,"$17,373.00",2.06,Houston,French,356,4655,7,Tech Enthusiasts,20-11-2021
3245,Innovate Industries,Display,Men 18-24,15 days,Email,2%,"$13,035.00",6.84,Miami,French,159,3368,1,Health & Wellness,21-11-2021
3246,NexGen Systems,Search,Men 25-34,45 days,Instagram,3%,"$19,734.00",4.93,Chicago,German,654,3765,5,Foodies,22-11-2021
3247,DataTech Solutions,Email,Men 18-24,60 days,Website,9%,"$15,121.00",7.83,New York,Spanish,593,3649,1,Tech Enthusiasts,23-11-2021
3248,DataTech Solutions,Email,Women 25-34,15 days,Facebook,9%,"$9,537.00",2.94,Chicago,German,538,6063,8,Foodies,24-11-2021
3249,NexGen Systems,Influencer,Men 18-24,30 days,Google Ads,3%,"$11,729.00",2.44,Miami,French,152,1027,6,Tech Enthusiasts,25-11-2021
3250,TechCorp,Display,Men 25-34,15 days,Email,4%,"$18,454.00",5.1,Los Angeles,Spanish,989,2711,4,Tech Enthusiasts,26-11-2021
3251,DataTech Solutions,Influencer,Men 25-34,15 days,Website,14%,"$15,515.00",6.91,Houston,English,859,9300,7,Foodies,27-11-2021
3252,DataTech Solutions,Social Media,Women 25-34,45 days,Instagram,6%,"$9,512.00",3.14,Miami,English,432,1869,6,Tech Enthusiasts,28-11-2021
3253,Alpha Innovations,Display,Women 35-44,15 days,Instagram,9%,"$11,424.00",7.59,Houston,German,888,2625,2,Outdoor Adventurers,29-11-2021
3254,Alpha Innovations,Display,All Ages,15 days,Instagram,14%,"$19,067.00",6.04,New York,English,817,6313,9,Fashionistas,30-11-2021
3255,NexGen Systems,Display,All Ages,60 days,YouTube,11%,"$5,703.00",6.41,Miami,Mandarin,805,5393,8,Outdoor Adventurers,01-12-2021
3256,TechCorp,Display,Women 35-44,30 days,Website,11%,"$12,522.00",5.8,Los Angeles,German,259,5384,7,Tech Enthusiasts,02-12-2021
3257,TechCorp,Social Media,Women 25-34,15 days,Email,3%,"$19,885.00",3.21,Chicago,Mandarin,646,5490,3,Foodies,03-12-2021
3258,TechCorp,Social Media,All Ages,15 days,Website,3%,"$7,712.00",6.28,Los Angeles,Spanish,513,8430,2,Fashionistas,04-12-2021
3259,Innovate Industries,Social Media,Men 18-24,30 days,Facebook,1%,"$19,410.00",5.09,New York,German,495,3927,8,Health & Wellness,05-12-2021
3260,NexGen Systems,Search,All Ages,60 days,Google Ads,4%,"$15,937.00",4.15,Miami,English,377,5681,2,Health & Wellness,06-12-2021
3261,NexGen Systems,Email,Men 18-24,15 days,Email,13%,"$14,574.00",6.13,Los Angeles,Mandarin,706,3532,2,Health & Wellness,07-12-2021
3262,DataTech Solutions,Social Media,Men 25-34,15 days,Website,9%,"$5,325.00",2.8,Houston,Mandarin,378,5514,5,Fashionistas,08-12-2021
3263,TechCorp,Influencer,All Ages,30 days,YouTube,4%,"$6,319.00",6.64,Houston,French,451,3228,2,Tech Enthusiasts,09-12-2021
3264,Innovate Industries,Display,Men 18-24,60 days,Email,3%,"$8,202.00",4.95,Miami,Mandarin,138,8876,9,Tech Enthusiasts,10-12-2021
3265,Innovate Industries,Display,Women 35-44,30 days,Email,6%,"$12,786.00",7.21,Los Angeles,English,401,1892,1,Tech Enthusiasts,11-12-2021
3266,Alpha Innovations,Email,Women 25-34,30 days,Instagram,11%,"$6,613.00",4.2,New York,French,845,4499,7,Tech Enthusiasts,12-12-2021
3267,DataTech Solutions,Influencer,All Ages,60 days,Email,11%,"$14,835.00",5.22,Miami,French,833,5630,7,Foodies,13-12-2021
3268,NexGen Systems,Email,Women 25-34,45 days,Google Ads,13%,"$13,704.00",2.5,Los Angeles,English,771,6029,1,Health & Wellness,14-12-2021
3269,Innovate Industries,Display,Women 25-34,60 days,YouTube,11%,"$19,414.00",6.66,Miami,Mandarin,790,8189,2,Foodies,15-12-2021
3270,Alpha Innovations,Influencer,Women 35-44,45 days,Email,9%,"$12,716.00",5.25,Chicago,English,690,8208,2,Tech Enthusiasts,16-12-2021
3271,TechCorp,Display,Men 25-34,15 days,Instagram,2%,"$7,784.00",3.28,Miami,Mandarin,126,1841,5,Fashionistas,17-12-2021
3272,TechCorp,Social Media,Women 35-44,30 days,Google Ads,1%,"$8,641.00",3.81,Miami,Mandarin,842,8007,2,Tech Enthusiasts,18-12-2021
3273,DataTech Solutions,Email,Women 25-34,15 days,YouTube,2%,"$9,398.00",7.18,Chicago,Mandarin,180,5288,9,Fashionistas,19-12-2021
3274,TechCorp,Social Media,Men 25-34,30 days,Website,13%,"$13,483.00",7.75,Chicago,German,389,3824,6,Foodies,20-12-2021
3275,TechCorp,Display,All Ages,45 days,Website,4%,"$16,168.00",4.44,Miami,English,550,4129,5,Health & Wellness,21-12-2021
3276,TechCorp,Email,All Ages,60 days,Google Ads,3%,"$10,759.00",6.03,Houston,English,492,1012,8,Tech Enthusiasts,22-12-2021
3277,Alpha Innovations,Influencer,Women 25-34,30 days,Email,15%,"$5,588.00",6.88,Houston,French,647,8991,8,Outdoor Adventurers,23-12-2021
3278,NexGen Systems,Social Media,Women 25-34,30 days,Email,8%,"$5,210.00",2.15,Houston,Mandarin,225,1510,1,Outdoor Adventurers,24-12-2021
3279,Alpha Innovations,Display,All Ages,15 days,Website,15%,"$14,316.00",6.16,Houston,German,669,8408,2,Health & Wellness,25-12-2021
3280,Alpha Innovations,Social Media,Women 35-44,30 days,Facebook,3%,"$15,945.00",5.73,Houston,Spanish,882,7588,1,Health & Wellness,26-12-2021
3281,NexGen Systems,Display,Women 25-34,45 days,Facebook,4%,"$11,143.00",3.6,Chicago,English,533,3908,5,Tech Enthusiasts,27-12-2021
3282,DataTech Solutions,Display,Women 25-34,45 days,Website,1%,"$15,422.00",7.95,Chicago,French,185,1365,9,Foodies,28-12-2021
3283,Alpha Innovations,Influencer,All Ages,15 days,Facebook,1%,"$11,474.00",3.4,Los Angeles,Mandarin,744,2284,9,Foodies,29-12-2021
3284,Alpha Innovations,Social Media,Men 25-34,15 days,Website,6%,"$10,291.00",5.58,Houston,English,635,1102,2,Tech Enthusiasts,30-12-2021
3285,Alpha Innovations,Social Media,Men 25-34,60 days,YouTube,6%,"$7,804.00",4.72,Chicago,Mandarin,702,7617,9,Outdoor Adventurers,31-12-2021
3286,NexGen Systems,Email,Women 35-44,15 days,YouTube,12%,"$19,747.00",5.93,Los Angeles,Spanish,439,4978,4,Fashionistas,01-01-2021
3287,Innovate Industries,Influencer,Women 25-34,30 days,Email,14%,"$8,670.00",2.75,Chicago,Mandarin,170,7293,9,Foodies,02-01-2021
3288,Alpha Innovations,Display,Men 25-34,60 days,Instagram,11%,"$18,837.00",2.96,Chicago,Mandarin,162,6801,10,Foodies,03-01-2021
3289,Alpha Innovations,Display,All Ages,15 days,YouTube,7%,"$12,899.00",6.29,Los Angeles,German,133,9885,8,Health & Wellness,04-01-2021
3290,Alpha Innovations,Search,Men 18-24,60 days,Email,12%,"$11,906.00",3.2,Miami,English,836,4004,6,Outdoor Adventurers,05-01-2021
3291,TechCorp,Search,All Ages,30 days,Website,6%,"$17,901.00",5.41,Los Angeles,English,644,7657,8,Health & Wellness,06-01-2021
3292,NexGen Systems,Display,Men 25-34,60 days,Google Ads,6%,"$17,250.00",4,Los Angeles,French,873,6205,4,Outdoor Adventurers,07-01-2021
3293,DataTech Solutions,Email,Women 25-34,30 days,Instagram,9%,"$15,876.00",7.48,New York,English,554,7882,1,Fashionistas,08-01-2021
3294,Alpha Innovations,Email,Men 18-24,30 days,YouTube,10%,"$18,946.00",6.04,Houston,German,857,4284,2,Health & Wellness,09-01-2021
3295,TechCorp,Display,All Ages,45 days,Facebook,9%,"$19,681.00",5.71,Chicago,English,656,8898,7,Outdoor Adventurers,10-01-2021
3296,Alpha Innovations,Influencer,All Ages,45 days,YouTube,9%,"$17,983.00",7.45,Los Angeles,English,536,7963,9,Tech Enthusiasts,11-01-2021
3297,NexGen Systems,Influencer,Women 35-44,45 days,Website,6%,"$11,841.00",4.29,Chicago,English,591,7733,3,Outdoor Adventurers,12-01-2021
3298,TechCorp,Influencer,Men 25-34,30 days,Google Ads,10%,"$8,180.00",5.57,New York,Mandarin,365,4696,3,Fashionistas,13-01-2021
3299,DataTech Solutions,Display,Women 35-44,30 days,YouTube,1%,"$14,695.00",7.62,Los Angeles,Spanish,423,3630,3,Tech Enthusiasts,14-01-2021
3300,TechCorp,Search,Men 18-24,30 days,Email,10%,"$18,526.00",3.33,Los Angeles,French,570,7929,3,Outdoor Adventurers,15-01-2021
3301,DataTech Solutions,Email,Men 25-34,45 days,Instagram,6%,"$7,603.00",2.87,Miami,Mandarin,967,8260,10,Tech Enthusiasts,16-01-2021
3302,Innovate Industries,Influencer,Men 18-24,60 days,Website,13%,"$9,950.00",5.04,Chicago,Mandarin,733,6551,7,Foodies,17-01-2021
3303,Innovate Industries,Search,All Ages,60 days,Website,12%,"$9,903.00",3.45,Miami,Mandarin,798,8732,2,Fashionistas,18-01-2021
3304,Innovate Industries,Influencer,All Ages,45 days,Google Ads,13%,"$10,605.00",3.65,New York,Mandarin,323,8767,7,Fashionistas,19-01-2021
3305,Alpha Innovations,Social Media,Women 25-34,45 days,Instagram,2%,"$15,667.00",7.91,Los Angeles,Spanish,877,5422,9,Tech Enthusiasts,20-01-2021
3306,TechCorp,Social Media,All Ages,30 days,YouTube,13%,"$16,412.00",5.23,New York,English,285,3007,4,Outdoor Adventurers,21-01-2021
3307,TechCorp,Influencer,Men 25-34,60 days,Website,14%,"$17,362.00",5.55,Chicago,English,892,6018,3,Tech Enthusiasts,22-01-2021
3308,Innovate Industries,Search,Women 35-44,15 days,Facebook,14%,"$12,196.00",3.31,Miami,Spanish,103,2674,1,Outdoor Adventurers,23-01-2021
3309,TechCorp,Search,Men 25-34,30 days,Website,13%,"$6,683.00",6.03,Chicago,Spanish,665,9158,5,Fashionistas,24-01-2021
3310,DataTech Solutions,Email,Men 25-34,30 days,Facebook,10%,"$8,106.00",6.21,New York,English,683,1519,7,Tech Enthusiasts,25-01-2021
3311,DataTech Solutions,Display,Men 18-24,60 days,Facebook,6%,"$15,988.00",4.43,Chicago,German,696,7205,3,Health & Wellness,26-01-2021
3312,NexGen Systems,Social Media,Women 35-44,15 days,Email,14%,"$9,701.00",5.11,Chicago,Mandarin,228,1514,1,Outdoor Adventurers,27-01-2021
3313,TechCorp,Display,Women 35-44,30 days,Google Ads,13%,"$6,145.00",6.94,Chicago,English,405,2433,8,Tech Enthusiasts,28-01-2021
3314,DataTech Solutions,Influencer,Women 35-44,15 days,Google Ads,2%,"$5,311.00",5.18,New York,French,340,1295,1,Health & Wellness,29-01-2021
3315,Innovate Industries,Search,Women 35-44,30 days,Instagram,5%,"$10,286.00",6.38,Los Angeles,English,811,1312,7,Foodies,30-01-2021
3316,Alpha Innovations,Email,Women 35-44,45 days,YouTube,3%,"$19,666.00",2.39,Chicago,Mandarin,959,7904,2,Fashionistas,31-01-2021
3317,TechCorp,Display,All Ages,60 days,Google Ads,12%,"$8,858.00",4.93,New York,French,267,5662,2,Health & Wellness,01-02-2021
3318,NexGen Systems,Email,Women 35-44,45 days,Website,14%,"$8,636.00",6.41,Los Angeles,Spanish,769,8322,7,Health & Wellness,02-02-2021
3319,Innovate Industries,Search,Men 25-34,60 days,Facebook,9%,"$14,439.00",4.34,Houston,French,965,5391,7,Foodies,03-02-2021
3320,Alpha Innovations,Search,Women 35-44,30 days,Facebook,1%,"$6,745.00",6.81,Los Angeles,German,877,6718,7,Tech Enthusiasts,04-02-2021
3321,NexGen Systems,Email,Women 25-34,60 days,Facebook,11%,"$14,014.00",4.19,Chicago,French,441,8951,4,Foodies,05-02-2021
3322,Innovate Industries,Social Media,Women 25-34,30 days,Email,12%,"$5,130.00",2.9,Chicago,French,162,9423,8,Foodies,06-02-2021
3323,NexGen Systems,Email,Men 18-24,45 days,Email,8%,"$9,055.00",7.52,New York,French,636,6075,6,Foodies,07-02-2021
3324,NexGen Systems,Email,All Ages,15 days,Instagram,1%,"$13,589.00",2.76,Chicago,Mandarin,114,2665,4,Health & Wellness,08-02-2021
3325,NexGen Systems,Email,Men 25-34,30 days,Instagram,10%,"$16,454.00",7.78,Los Angeles,English,852,7029,4,Outdoor Adventurers,09-02-2021
3326,TechCorp,Display,All Ages,45 days,Email,7%,"$12,353.00",5.39,Houston,French,548,3605,6,Outdoor Adventurers,10-02-2021
3327,Alpha Innovations,Search,Women 25-34,30 days,Website,13%,"$5,623.00",2.09,Chicago,German,799,5053,4,Foodies,11-02-2021
3328,TechCorp,Email,Women 25-34,60 days,Website,14%,"$5,898.00",6.07,New York,Spanish,164,3283,5,Tech Enthusiasts,12-02-2021
3329,Alpha Innovations,Search,Women 25-34,45 days,Google Ads,13%,"$15,066.00",2.45,Chicago,German,324,8498,1,Foodies,13-02-2021
3330,DataTech Solutions,Search,All Ages,60 days,Google Ads,6%,"$7,647.00",2.01,Houston,French,133,6877,3,Health & Wellness,14-02-2021
3331,Alpha Innovations,Social Media,Men 25-34,15 days,Instagram,14%,"$14,218.00",5.03,Miami,German,961,1402,8,Fashionistas,15-02-2021
3332,NexGen Systems,Email,Men 18-24,15 days,YouTube,10%,"$16,258.00",2.48,Chicago,Spanish,674,6943,4,Foodies,16-02-2021
3333,NexGen Systems,Search,Men 18-24,15 days,Email,6%,"$17,604.00",3.69,Houston,Mandarin,612,7012,2,Health & Wellness,17-02-2021
3334,DataTech Solutions,Search,Men 18-24,45 days,Facebook,6%,"$15,322.00",5.86,New York,French,802,1480,1,Foodies,18-02-2021
3335,Innovate Industries,Social Media,Men 18-24,30 days,Website,11%,"$7,590.00",3.35,Los Angeles,Mandarin,317,7877,2,Fashionistas,19-02-2021
3336,Alpha Innovations,Display,Men 18-24,30 days,YouTube,12%,"$5,066.00",3.58,Houston,Spanish,633,5800,1,Fashionistas,20-02-2021
3337,Innovate Industries,Display,Women 35-44,45 days,Instagram,1%,"$6,758.00",3.06,Chicago,Spanish,997,3862,6,Health & Wellness,21-02-2021
3338,Innovate Industries,Display,All Ages,45 days,YouTube,7%,"$14,002.00",2.63,New York,Spanish,511,5014,8,Foodies,22-02-2021
3339,TechCorp,Search,Men 25-34,30 days,Facebook,7%,"$9,243.00",2.28,Miami,Spanish,828,1152,3,Fashionistas,23-02-2021
3340,DataTech Solutions,Social Media,Men 18-24,30 days,Google Ads,9%,"$17,910.00",3.77,Chicago,French,335,6561,9,Outdoor Adventurers,24-02-2021
3341,Alpha Innovations,Search,Women 25-34,30 days,Email,10%,"$13,011.00",4.86,Miami,Spanish,656,4380,3,Outdoor Adventurers,25-02-2021
3342,TechCorp,Influencer,All Ages,15 days,Website,1%,"$9,606.00",2.32,Los Angeles,German,426,9031,7,Foodies,26-02-2021
3343,TechCorp,Email,Women 25-34,15 days,Email,7%,"$9,410.00",7.45,New York,French,201,8959,5,Tech Enthusiasts,27-02-2021
3344,NexGen Systems,Display,Men 18-24,45 days,Instagram,6%,"$16,720.00",7.8,Los Angeles,Spanish,585,8385,9,Foodies,28-02-2021
3345,Alpha Innovations,Social Media,All Ages,15 days,Email,7%,"$7,970.00",3.73,Houston,German,743,4846,8,Foodies,01-03-2021
3346,Innovate Industries,Search,Women 25-34,30 days,Facebook,4%,"$9,175.00",7.55,New York,French,763,1444,6,Health & Wellness,02-03-2021
3347,TechCorp,Influencer,Men 25-34,45 days,YouTube,6%,"$10,230.00",6.08,Houston,Spanish,422,6425,2,Foodies,03-03-2021
3348,NexGen Systems,Display,Women 25-34,45 days,YouTube,9%,"$6,760.00",2.46,Chicago,German,914,2517,1,Foodies,04-03-2021
3349,DataTech Solutions,Influencer,Men 18-24,30 days,Email,15%,"$7,792.00",2.03,Miami,French,605,1005,10,Foodies,05-03-2021
